-1
           JDAY!            LAT!            LON!          PRESS!           TEMP!             O3!             CO!            H2O!             NO!           JO1D!           JNO2!            NO2!           HCHO!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H4!           C3H6!           C5H8!          CH3OH!         C2H5OH!       CH3COCH3!            MEK!            MVK!           MACR!            PAN!           C2H2!        APINENE!        BPINENE!       LIMONENE!         IC5H12!         NC5H12!          M22C4!           CHEX!          M23C4!           M2PE!           M3PE!         NC6H14!         NC8H18!       TBUT2ENE!        BUT1ENE!      MEPROPENE!       CBUT2ENE!           C4H6!        BENZENE!        TOLUENE!          EBENZ!           MXYL!           PXYL!           OXYL!            NOx!
 2.18597900e+02! 1.63790000e+01! 5.31430000e+00! 4.65440000e+02! 2.63820000e+02! 6.34650000e-08! 7.79710000e-08! 4.14350000e-03! 3.94280000e-11! 6.56300000e-05! 1.21140000e-02! 0.00000000e+00! 2.09559994e-10! 5.49530144e-10! 3.08768705e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.51060006e-11! 0.00000000e+00! 0.00000000e+00! 9.50299950e-10! 0.00000000e+00! 1.79255100e-11! 8.05349017e-12! 0.00000000e+00! 0.00000000e+00! 1.49377004e-11! 9.62246862e-12! 2.10833954e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.93829987e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18598600e+02! 1.64330000e+01! 5.37360000e+00! 4.65560000e+02! 2.63410000e+02! 6.43200000e-08! 7.95000000e-08! 4.48670000e-03! 4.50740000e-11! 6.46320000e-05! 1.20050000e-02! 0.00000000e+00! 1.71300002e-10! 5.57305091e-10! 3.22753664e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.79380041e-11! 0.00000000e+00! 0.00000000e+00! 9.59729962e-10! 0.00000000e+00! 2.11312500e-12! 9.49375019e-13! 4.11000012e-10! 0.00000000e+00! 1.68057495e-11! 1.03435706e-11! 2.22463836e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18599300e+02! 1.64870000e+01! 5.43260000e+00! 4.65280000e+02! 2.63250000e+02! 6.17310000e-08! 8.09820000e-08! 4.72150000e-03! 3.38190000e-11! 6.38530000e-05! 1.19530000e-02! 2.10549998e-11! 1.93210004e-10! 5.64841007e-10! 3.36308793e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.34469968e-11! 0.00000000e+00! 0.00000000e+00! 9.80829973e-10! 0.00000000e+00! 1.23468588e-11! 5.54713957e-12! 2.64999966e-10! 0.00000000e+00! 1.57803024e-11! 9.94772927e-12! 2.16079724e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.52770002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18624300e+02! 1.67140000e+01! 5.60070000e+00! 9.47800000e+02! 3.04890000e+02! 4.00730000e-08! 8.07110000e-08! 2.16910000e-02! 7.93900000e-11! 1.68380000e-05! 6.05380000e-03! 1.59449995e-10! 4.42129999e-10! 5.63462998e-10! 3.33830116e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.00859998e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.09999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.99999997e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18625000e+02! 1.66790000e+01! 5.55000000e+00! 9.46450000e+02! 3.04750000e+02! 4.07550000e-08! 8.05420000e-08! 2.17330000e-02! 7.26460000e-11! 1.68880000e-05! 6.07750000e-03! 1.31000003e-10! 4.72660022e-10! 5.62603630e-10! 3.32284339e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.04719999e-09! 0.00000000e+00! 5.25931772e-12! 2.36288203e-12! 1.99999982e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18625700e+02! 1.66420000e+01! 5.50070000e+00! 9.48000000e+02! 3.04880000e+02! 4.11280000e-08! 8.04960000e-08! 2.15430000e-02! 9.13300000e-11! 1.69920000e-05! 6.11880000e-03! 0.00000000e+00! 4.93259988e-10! 5.62369706e-10! 3.31863599e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.09999998e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.99999982e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.59570054e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18627100e+02! 1.65510000e+01! 5.41440000e+00! 9.46470000e+02! 3.04820000e+02! 4.10810000e-08! 8.01790000e-08! 2.11080000e-02! 8.86000000e-11! 1.74970000e-05! 6.31250000e-03! 3.27330003e-11! 4.66179984e-10! 5.60757774e-10! 3.28964148e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.34490041e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.89999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.25319997e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18627800e+02! 1.65040000e+01! 5.37210000e+00! 9.46970000e+02! 3.04780000e+02! 4.13270000e-08! 8.05820000e-08! 2.11150000e-02! 9.51070000e-11! 1.76670000e-05! 6.40550000e-03! 2.43519996e-11! 4.65079975e-10! 5.62807023e-10! 3.32650192e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.07680009e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.89999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.30000002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18628500e+02! 1.64580000e+01! 5.32750000e+00! 9.47400000e+02! 3.04920000e+02! 4.09410000e-08! 8.05820000e-08! 2.08230000e-02! 8.47950000e-11! 1.70980000e-05! 6.26760000e-03! 6.49720000e-11! 4.62299976e-10! 5.62807023e-10! 3.32650192e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.17609993e-11! 0.00000000e+00! 0.00000000e+00! 1.07159992e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.20000000e-11! 0.00000000e+00! 1.45409414e-11! 9.46931335e-12! 2.08363830e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.79780000e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18629200e+02! 1.64140000e+01! 5.28570000e+00! 9.47180000e+02! 3.04910000e+02! 4.07790000e-08! 8.05590000e-08! 2.10400000e-02! 8.05140000e-11! 1.71250000e-05! 6.36650000e-03! 6.94850011e-11! 4.36329972e-10! 5.62690061e-10! 3.32439840e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.07880005e-09! 0.00000000e+00! 4.65749965e-12! 2.09250000e-12! 1.89999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.20000007e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18629900e+02! 1.63680000e+01! 5.24360000e+00! 9.45810000e+02! 3.04980000e+02! 4.06030000e-08! 8.09600000e-08! 2.10910000e-02! 8.46320000e-11! 1.48250000e-05! 5.40990000e-03! 0.00000000e+00! 4.28790004e-10! 5.64729097e-10! 3.36107565e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.02169986e-12! 0.00000000e+00! 0.00000000e+00! 1.02450004e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.42811145e-11! 9.36901598e-12! 2.06746252e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.62830010e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18630600e+02! 1.63230000e+01! 5.20190000e+00! 9.45730000e+02! 3.05010000e+02! 3.98140000e-08! 8.08800000e-08! 2.07340000e-02! 7.72470000e-11! 1.50850000e-05! 5.77540000e-03! 0.00000000e+00! 4.21329999e-10! 5.64322311e-10! 3.35375859e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.33330005e-11! 0.00000000e+00! 0.00000000e+00! 1.07819997e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.48849873e-11! 9.60212118e-12! 2.10505762e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.34379998e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18631300e+02! 1.62780000e+01! 5.15960000e+00! 9.44520000e+02! 3.04680000e+02! 3.97660000e-08! 8.26230000e-08! 2.24280000e-02! 6.80320000e-11! 1.36330000e-05! 4.73900000e-03! 6.95290006e-11! 4.16670004e-10! 5.73185444e-10! 3.51318211e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.06480003e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.39999999e-11! 8.43306848e-12! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.01060002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18632600e+02! 1.61920000e+01! 5.07080000e+00! 9.44710000e+02! 3.03610000e+02! 4.10320000e-08! 8.65900000e-08! 2.44860000e-02! 8.24780000e-11! 1.64260000e-05! 6.31210000e-03! 1.10319996e-10! 4.58799998e-10! 5.93357530e-10! 3.87602381e-11! 1.40695376e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.10640033e-13! 0.00000000e+00! 0.00000000e+00! 1.04819997e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.09999986e-11! 3.63056876e-11! 1.42064581e-11! 9.34019615e-12! 2.06281450e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.41279999e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18633300e+02! 1.61500000e+01! 5.02540000e+00! 9.47970000e+02! 3.03670000e+02! 4.09570000e-08! 8.69080000e-08! 2.46440000e-02! 8.35120000e-11! 1.58300000e-05! 6.10990000e-03! 1.34240008e-10! 4.59540017e-10! 5.94974570e-10! 3.90510992e-11! 1.65068176e-12! 0.00000000e+00! 7.00843734e-13! 0.00000000e+00! 2.99999999e-12! 0.00000000e+00! 0.00000000e+00! 1.03450004e-09! 0.00000000e+00! 8.62499959e-13! 3.87499982e-13! 2.09999986e-11! 3.85399941e-11! 1.42804692e-11! 9.36876618e-12! 2.06742228e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.87500006e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18634000e+02! 1.61110000e+01! 4.97940000e+00! 9.46800000e+02! 3.03460000e+02! 4.10470000e-08! 8.68730000e-08! 2.45760000e-02! 7.93000000e-11! 1.56590000e-05! 6.07340000e-03! 1.06040003e-10! 5.10260001e-10! 5.94796545e-10! 3.90190831e-11! 1.62385632e-12! 0.00000000e+00! 5.36063815e-13! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.01499997e-09! 0.00000000e+00! 1.55249999e-12! 6.97500000e-13! 2.59999990e-11! 3.82940797e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.30000002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18634700e+02! 1.60720000e+01! 4.93380000e+00! 9.47340000e+02! 3.03380000e+02! 4.09050000e-08! 8.66370000e-08! 2.44420000e-02! 7.89950000e-11! 1.54430000e-05! 6.09850000e-03! 6.30750036e-11! 6.10020034e-10! 5.93596505e-10! 3.88032280e-11! 1.44297649e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.21079995e-11! 0.00000000e+00! 0.00000000e+00! 1.00450004e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.66359131e-11! 1.45512578e-11! 9.47329541e-12! 2.08428084e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.89190024e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18635400e+02! 1.60310000e+01! 4.88930000e+00! 9.45850000e+02! 3.03160000e+02! 4.16030000e-08! 8.73680000e-08! 2.46660000e-02! 9.39430000e-11! 1.53210000e-05! 6.10010000e-03! 7.57379992e-11! 6.03340045e-10! 5.97313643e-10! 3.94718355e-11! 2.00324414e-12! 0.00000000e+00! 2.86652408e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.07099996e-09! 0.00000000e+00! 1.22185194e-12! 5.48947986e-13! 2.59999990e-11! 4.17720060e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.32289994e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18636100e+02! 1.59890000e+01! 4.84610000e+00! 9.46910000e+02! 3.03010000e+02! 4.20290000e-08! 8.70890000e-08! 2.44620000e-02! 9.54570000e-11! 1.51790000e-05! 6.09260000e-03! 7.99000033e-11! 5.46700019e-10! 5.95894889e-10! 3.92166473e-11! 1.78940738e-12! 0.00000000e+00! 1.55299189e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.52599999e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.19999972e-11! 3.98117234e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.73619989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18636800e+02! 1.59460000e+01! 4.80350000e+00! 9.45690000e+02! 3.02980000e+02! 4.19310000e-08! 8.67370000e-08! 2.41530000e-02! 8.50260000e-11! 1.49170000e-05! 6.01600000e-03! 8.42799996e-11! 5.02130004e-10! 5.94105043e-10! 3.88946930e-11! 1.51962058e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.27659992e-12! 0.00000000e+00! 0.00000000e+00! 1.04519993e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.73385281e-11! 1.42589612e-11! 9.36046379e-12! 2.06608324e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.27020008e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18637500e+02! 1.59010000e+01! 4.76310000e+00! 9.46280000e+02! 3.02750000e+02! 4.27830000e-08! 8.66880000e-08! 2.42860000e-02! 1.08560000e-10! 1.46560000e-05! 5.88840000e-03! 3.91799995e-11! 4.89750018e-10! 5.93855853e-10! 3.88498712e-11! 1.48206490e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.01719999e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.29999986e-11! 3.69942479e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.64670004e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18641700e+02! 1.56960000e+01! 4.72520000e+00! 9.48880000e+02! 3.02790000e+02! 4.20110000e-08! 8.58520000e-08! 2.40990000e-02! 1.35100000e-10! 1.34170000e-05! 5.72660000e-03! 2.82119994e-10! 5.48460000e-10! 5.89604809e-10! 3.80852225e-11! 8.41321099e-13! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.02319997e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.90000011e-11! 3.11204118e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18642400e+02! 1.56990000e+01! 4.79480000e+00! 9.47110000e+02! 3.02080000e+02! 4.21910000e-08! 8.71170000e-08! 2.51710000e-02! 1.51540000e-10! 1.35140000e-05! 5.92280000e-03! 3.61439989e-10! 5.67750014e-10! 5.96037275e-10! 3.92422553e-11! 1.81086765e-12! 0.00000000e+00! 1.68481581e-12! 0.00000000e+00! 1.74999999e-12! 0.00000000e+00! 0.00000000e+00! 1.03999998e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.00084549e-11! 1.42433053e-11! 9.35442088e-12! 2.06510867e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.40000007e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18643100e+02! 1.57250000e+01! 4.84780000e+00! 9.49020000e+02! 3.02230000e+02! 4.24830000e-08! 8.77790000e-08! 2.54940000e-02! 1.44510000e-10! 1.28380000e-05! 5.89990000e-03! 3.75450004e-10! 5.63800007e-10! 5.99403582e-10! 3.98477536e-11! 2.31825084e-12! 0.00000000e+00! 4.80151162e-12! 3.08372766e-13! 8.60869969e-12! 0.00000000e+00! 0.00000000e+00! 1.00420006e-09! 0.00000000e+00! 6.54002677e-12! 2.93827289e-12! 5.69999985e-11! 4.46597447e-11! 1.44472203e-11! 9.43313483e-12! 2.07780373e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.03700008e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18643800e+02! 1.57810000e+01! 4.83210000e+00! 9.47720000e+02! 3.02630000e+02! 4.15500000e-08! 8.75010000e-08! 2.44300000e-02! 1.31050000e-10! 1.21780000e-05! 5.78260000e-03! 2.66959982e-10! 5.82379978e-10! 5.77099979e-10! 2.93900008e-11! 3.60999989e-12! 3.90000011e-12! 1.19500000e-11! 2.55772847e-14! 8.56249967e-12! 2.30719999e-09! 0.00000000e+00! 9.76460024e-10! 4.14649981e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.02500011e-11! 1.44458473e-11! 9.43260487e-12! 2.07771821e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.19999972e-12! 0.00000000e+00! 2.36999981e-12! 0.00000000e+00! 0.00000000e+00! 3.27710012e-11! 4.82000030e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.18644400e+02! 1.58330000e+01! 4.79870000e+00! 9.48310000e+02! 3.02790000e+02! 4.28360000e-08! 8.70100000e-08! 2.42750000e-02! 1.05530000e-10! 1.18070000e-05! 5.68710000e-03! 2.15880008e-10! 5.79609971e-10! 5.95493210e-10! 3.91443891e-11! 1.72885859e-12! 0.00000000e+00! 1.18105981e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.92040006e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.40000007e-11! 3.92566570e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.19149999e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
